'Elapsed time','V1'
'0:11.558',-5.655
'0:11.561',-5.645
'0:11.564',-5.650
'0:11.567',-5.625
'0:11.569',-5.635
'0:11.572',-5.615
'0:11.575',-5.645
'0:11.578',-5.650
'0:11.581',-5.660
'0:11.583',-5.660
'0:11.586',-5.665
'0:11.589',-5.685
'0:11.592',-5.670
'0:11.594',-5.665
'0:11.597',-5.645
'0:11.600',-5.615
'0:11.603',-5.630
'0:11.606',-5.625
'0:11.608',-5.625
'0:11.611',-5.620
'0:11.614',-5.640
'0:11.617',-5.625
'0:11.619',-5.640
'0:11.622',-5.655
'0:11.625',-5.630
'0:11.628',-5.605
'0:11.631',-5.595
'0:11.633',-5.580
'0:11.636',-5.555
'0:11.639',-5.565
'0:11.642',-5.555
'0:11.644',-5.575
'0:11.647',-5.570
'0:11.650',-5.585
'0:11.653',-5.575
'0:11.656',-5.570
'0:11.658',-5.550
'0:11.661',-5.530
'0:11.664',-5.545
'0:11.667',-5.565
'0:11.669',-5.570
'0:11.672',-5.595
'0:11.675',-5.630
'0:11.678',-5.655
'0:11.681',-5.660
'0:11.683',-5.675
'0:11.686',-5.675
'0:11.689',-5.700
'0:11.692',-5.680
'0:11.694',-5.685
'0:11.697',-5.675
'0:11.700',-5.675
'0:11.703',-5.655
'0:11.706',-5.650
'0:11.708',-5.680
'0:11.711',-5.690
'0:11.714',-5.685
'0:11.717',-5.715
'0:11.719',-5.700
'0:11.722',-5.715
'0:11.725',-5.690
'0:11.728',-5.705
'0:11.731',-5.685
'0:11.733',-5.660
'0:11.736',-5.670
'0:11.739',-5.675
'0:11.742',-5.690
'0:11.744',-5.680
'0:11.747',-5.705
'0:11.750',-5.705
'0:11.753',-5.700
'0:11.756',-5.720
'0:11.758',-5.725
'0:11.761',-5.695
'0:11.764',-5.700
'0:11.767',-5.680
'0:11.769',-5.680
'0:11.772',-5.685
'0:11.775',-5.700
'0:11.778',-5.695
'0:11.781',-5.695
'0:11.783',-5.705
'0:11.786',-5.705
'0:11.789',-5.690
'0:11.792',-5.670
'0:11.794',-5.645
'0:11.797',-5.615
'0:11.800',-5.550
'0:11.803',-5.465
'0:11.806',-5.445
'0:11.808',-5.470
'0:11.811',-5.520
'0:11.814',-5.660
'0:11.817',-5.820
'0:11.819',-6.055
'0:11.822',-6.305
'0:11.825',-6.515
'0:11.828',-6.670
'0:11.831',-6.770
'0:11.833',-6.790
'0:11.836',-6.735
'0:11.839',-6.685
'0:11.842',-6.605
'0:11.844',-6.520
'0:11.847',-6.420
'0:11.850',-6.305
'0:11.853',-6.205
'0:11.856',-6.125
'0:11.858',-6.025
'0:11.861',-5.935
'0:11.864',-5.870
'0:11.867',-5.790
'0:11.869',-5.750
'0:11.872',-5.705
'0:11.875',-5.680
'0:11.878',-5.695
'0:11.881',-5.690
'0:11.883',-5.685
'0:11.886',-5.675
'0:11.889',-5.680
'0:11.892',-5.650
'0:11.894',-5.635
'0:11.897',-5.635
'0:11.900',-5.605
'0:11.903',-5.610
'0:11.906',-5.585
'0:11.908',-5.590
'0:11.911',-5.590
'0:11.914',-5.595
'0:11.917',-5.610
'0:11.919',-5.625
'0:11.922',-5.620
'0:11.925',-5.625
'0:11.928',-5.600
'0:11.931',-5.590
'0:11.933',-5.585
'0:11.936',-5.565
'0:11.939',-5.570
'0:11.942',-5.580
'0:11.944',-5.585
'0:11.947',-5.600
'0:11.950',-5.610
'0:11.953',-5.615
'0:11.956',-5.605
'0:11.958',-5.610
'0:11.961',-5.595
'0:11.964',-5.585
'0:11.967',-5.570
'0:11.969',-5.555
'0:11.972',-5.550
'0:11.975',-5.550
'0:11.978',-5.555
'0:11.981',-5.565
'0:11.983',-5.565
'0:11.986',-5.580
'0:11.989',-5.590
'0:11.992',-5.565
'0:11.994',-5.575
'0:11.997',-5.550
'0:12.000',-5.545
'0:12.003',-5.550
'0:12.006',-5.540
'0:12.008',-5.565
'0:12.011',-5.555
'0:12.014',-5.565
'0:12.017',-5.585
'0:12.019',-5.565
'0:12.022',-5.575
'0:12.025',-5.575
'0:12.028',-5.570
'0:12.031',-5.530
'0:12.033',-5.515
'0:12.036',-5.505
'0:12.039',-5.525
'0:12.042',-5.515
'0:12.044',-5.540
'0:12.047',-5.540
'0:12.050',-5.550
'0:12.053',-5.550
'0:12.056',-5.570
'0:12.058',-5.555
'0:12.061',-5.545
'0:12.064',-5.540
'0:12.067',-5.520
'0:12.069',-5.510
'0:12.072',-5.510
'0:12.075',-5.535
'0:12.078',-5.535
'0:12.081',-5.550
'0:12.083',-5.550
'0:12.086',-5.565
'0:12.089',-5.565
'0:12.092',-5.560
'0:12.094',-5.540
'0:12.097',-5.530
'0:12.100',-5.540
'0:12.103',-5.525
'0:12.106',-5.550
'0:12.108',-5.535
'0:12.111',-5.565
'0:12.114',-5.555
'0:12.117',-5.595
'0:12.119',-5.585
'0:12.122',-5.590
'0:12.125',-5.600
'0:12.128',-5.595
'0:12.131',-5.600
'0:12.133',-5.585
'0:12.136',-5.580
'0:12.139',-5.570
'0:12.142',-5.580
'0:12.144',-5.580
'0:12.147',-5.585
'0:12.150',-5.585
'0:12.153',-5.590
'0:12.156',-5.590
'0:12.158',-5.575
'0:12.161',-5.565
'0:12.164',-5.540
'0:12.167',-5.530
'0:12.169',-5.535
'0:12.172',-5.535
'0:12.175',-5.545
'0:12.178',-5.580
'0:12.181',-5.555
'0:12.183',-5.585
'0:12.186',-5.575
'0:12.189',-5.585
'0:12.192',-5.590
'0:12.194',-5.590
'0:12.197',-5.585
'0:12.200',-5.580
'0:12.203',-5.570
'0:12.206',-5.575
'0:12.208',-5.585
'0:12.211',-5.585
'0:12.214',-5.595
'0:12.217',-5.590
'0:12.219',-5.595
'0:12.222',-5.615
'0:12.225',-5.605
'0:12.228',-5.590
'0:12.231',-5.585
'0:12.233',-5.580
'0:12.236',-5.555
'0:12.239',-5.570
'0:12.242',-5.575
'0:12.244',-5.575
'0:12.247',-5.595
'0:12.250',-5.590
'0:12.253',-5.605
'0:12.256',-5.620
'0:12.258',-5.605
'0:12.261',-5.610
'0:12.264',-5.580
'0:12.267',-5.585
'0:12.269',-5.580
'0:12.272',-5.585
'0:12.275',-5.570
'0:12.278',-5.585
'0:12.281',-5.575
'0:12.283',-5.570
'0:12.286',-5.575
'0:12.289',-5.570
'0:12.292',-5.555
'0:12.294',-5.535
'0:12.297',-5.510
'0:12.300',-5.485
'0:12.303',-5.450
'0:12.306',-5.415
'0:12.308',-5.380
'0:12.311',-5.360
'0:12.314',-5.395
'0:12.317',-5.470
'0:12.319',-5.615
'0:12.322',-5.775
'0:12.325',-5.955
'0:12.328',-6.095
'0:12.331',-6.245
'0:12.333',-6.395
'0:12.336',-6.565
'0:12.339',-6.770
'0:12.342',-6.975
'0:12.344',-7.150
'0:12.347',-7.305
'0:12.350',-7.400
'0:12.353',-7.450
'0:12.356',-7.450
'0:12.358',-7.445
'0:12.361',-7.425
'0:12.364',-7.410
'0:12.367',-7.370
'0:12.369',-7.330
'0:12.372',-7.315
'0:12.375',-7.240
'0:12.378',-7.160
'0:12.381',-7.070
'0:12.383',-6.985
'0:12.386',-6.900
'0:12.389',-6.800
'0:12.392',-6.710
'0:12.394',-6.615
'0:12.397',-6.510
'0:12.400',-6.420
'0:12.403',-6.335
'0:12.406',-6.260
'0:12.408',-6.185
'0:12.411',-6.105
'0:12.414',-6.025
'0:12.417',-5.925
'0:12.419',-5.815
'0:12.422',-5.705
'0:12.425',-5.605
'0:12.428',-5.555
'0:12.431',-5.510
'0:12.433',-5.490
'0:12.436',-5.475
'0:12.439',-5.470
'0:12.442',-5.480
'0:12.444',-5.455
'0:12.447',-5.445
'0:12.450',-5.455
'0:12.453',-5.430
'0:12.456',-5.425
'0:12.458',-5.410
'0:12.461',-5.390
'0:12.464',-5.370
'0:12.467',-5.350
'0:12.469',-5.335
'0:12.472',-5.320
'0:12.475',-5.315
'0:12.478',-5.325
'0:12.481',-5.320
'0:12.483',-5.320
'0:12.486',-5.340
'0:12.489',-5.310
'0:12.492',-5.300
'0:12.494',-5.285
'0:12.497',-5.250
'0:12.500',-5.235
'0:12.503',-5.200
'0:12.506',-5.190
'0:12.508',-5.190
'0:12.511',-5.175
'0:12.514',-5.170
'0:12.517',-5.175
'0:12.519',-5.165
'0:12.522',-5.155
'0:12.525',-5.135
'0:12.528',-5.100
'0:12.531',-5.085
'0:12.533',-5.085
'0:12.536',-5.100
'0:12.539',-5.105
'0:12.542',-5.125
'0:12.544',-5.140
'0:12.547',-5.115
'0:12.550',-5.125
'0:12.553',-5.115
'0:12.556',-5.085
'0:12.558',-5.070
'0:12.561',-5.050
'0:12.564',-5.010
'0:12.567',-4.990
'0:12.569',-4.970
'0:12.572',-4.940
'0:12.575',-4.920
'0:12.578',-4.925
'0:12.581',-4.905
'0:12.583',-4.870
'0:12.586',-4.855
'0:12.589',-4.850
'0:12.592',-4.830
'0:12.594',-4.785
'0:12.597',-4.745
'0:12.600',-4.730
'0:12.603',-4.725
'0:12.606',-4.700
'0:12.608',-4.695
'0:12.611',-4.690
'0:12.614',-4.685
'0:12.617',-4.710
'0:12.619',-4.720
'0:12.622',-4.725
'0:12.625',-4.725
'0:12.628',-4.725
'0:12.631',-4.730
'0:12.633',-4.725
'0:12.636',-4.735
'0:12.639',-4.750
'0:12.642',-4.785
'0:12.644',-4.795
'0:12.647',-4.835
'0:12.650',-4.855
'0:12.653',-4.905
'0:12.656',-4.940
'0:12.658',-4.945
'0:12.661',-4.960
'0:12.664',-5.005
'0:12.667',-5.015
'0:12.669',-5.045
'0:12.672',-5.075
'0:12.675',-5.105
'0:12.678',-5.160
'0:12.681',-5.180
'0:12.683',-5.240
'0:12.686',-5.270
'0:12.689',-5.320
'0:12.692',-5.345
'0:12.694',-5.375
'0:12.697',-5.390
'0:12.700',-5.410
'0:12.703',-5.410
'0:12.706',-5.430
'0:12.708',-5.440
'0:12.711',-5.455
'0:12.714',-5.470
'0:12.717',-5.480
'0:12.719',-5.505
'0:12.722',-5.515
'0:12.725',-5.530
'0:12.728',-5.510
'0:12.731',-5.505
'0:12.733',-5.505
'0:12.736',-5.500
'0:12.739',-5.510
'0:12.742',-5.505
'0:12.744',-5.530
'0:12.747',-5.520
'0:12.750',-5.545
'0:12.753',-5.545
'0:12.756',-5.545
'0:12.758',-5.550
'0:12.761',-5.545
'0:12.764',-5.520
'0:12.767',-5.510
'0:12.769',-5.490
'0:12.772',-5.485
'0:12.775',-5.500
'0:12.778',-5.500
'0:12.781',-5.515
'0:12.783',-5.520
'0:12.786',-5.535
'0:12.789',-5.540
'0:12.792',-5.530
'0:12.794',-5.520
'0:12.797',-5.525
'0:12.800',-5.505
'0:12.803',-5.510
'0:12.806',-5.515
'0:12.808',-5.510
'0:12.811',-5.520
'0:12.814',-5.540
'0:12.817',-5.535
'0:12.819',-5.560
'0:12.822',-5.560
'0:12.825',-5.555
'0:12.828',-5.535
'0:12.831',-5.530
'0:12.833',-5.520
'0:12.836',-5.505
'0:12.839',-5.535
'0:12.842',-5.530
'0:12.844',-5.535
'0:12.847',-5.555
'0:12.850',-5.560
'0:12.853',-5.560
'0:12.856',-5.570
'0:12.858',-5.560
'0:12.861',-5.555
'0:12.864',-5.555
'0:12.867',-5.545
'0:12.869',-5.555
'0:12.872',-5.550
'0:12.875',-5.550
'0:12.878',-5.565
'0:12.881',-5.575
'0:12.883',-5.590
'0:12.886',-5.575
'0:12.889',-5.575
'0:12.892',-5.585
'0:12.894',-5.560
'0:12.897',-5.555
'0:12.900',-5.540
'0:12.903',-5.535
'0:12.906',-5.525
'0:12.908',-5.555
'0:12.911',-5.555
'0:12.914',-5.570
'0:12.917',-5.575
'0:12.919',-5.585
'0:12.922',-5.585
'0:12.925',-5.590
'0:12.928',-5.585
'0:12.931',-5.570
'0:12.933',-5.545
'0:12.936',-5.560
'0:12.939',-5.570
'0:12.942',-5.570
'0:12.944',-5.570
'0:12.947',-5.595
'0:12.950',-5.600
'0:12.953',-5.610
'0:12.956',-5.600
'0:12.958',-5.615
'0:12.961',-5.595
'0:12.964',-5.595
'0:12.967',-5.580
'0:12.969',-5.570
'0:12.972',-5.585
'0:12.975',-5.570
'0:12.978',-5.580
'0:12.981',-5.610
'0:12.983',-5.610
'0:12.986',-5.615
'0:12.989',-5.620
'0:12.992',-5.610
'0:12.994',-5.620
'0:12.997',-5.605
'0:13.000',-5.595
'0:13.003',-5.580
'0:13.006',-5.560
'0:13.008',-5.565
'0:13.011',-5.595
'0:13.014',-5.590
'0:13.017',-5.605
'0:13.019',-5.615
'0:13.022',-5.615
'0:13.025',-5.620
'0:13.028',-5.615
'0:13.031',-5.600
'0:13.033',-5.600
'0:13.036',-5.595
'0:13.039',-5.585
'0:13.042',-5.600
'0:13.044',-5.610
'0:13.047',-5.625
'0:13.050',-5.640
'0:13.053',-5.630
'0:13.056',-5.635
'0:13.058',-5.630
'0:13.061',-5.615
'0:13.064',-5.615
'0:13.067',-5.585
'0:13.069',-5.585
'0:13.072',-5.595
'0:13.075',-5.580
'0:13.078',-5.595
'0:13.081',-5.620
'0:13.083',-5.615
'0:13.086',-5.620
'0:13.089',-5.645
'0:13.092',-5.620
'0:13.094',-5.620
'0:13.097',-5.600
'0:13.100',-5.605
'0:13.103',-5.600
'0:13.106',-5.605
'0:13.108',-5.605
'0:13.111',-5.615
'0:13.114',-5.620
'0:13.117',-5.620
'0:13.119',-5.645
'0:13.122',-5.640
'0:13.125',-5.630
'0:13.128',-5.610
'0:13.131',-5.620
'0:13.133',-5.590
'0:13.136',-5.600
'0:13.139',-5.615
'0:13.142',-5.590
'0:13.144',-5.595
'0:13.147',-5.620
'0:13.150',-5.615
'0:13.153',-5.625
'0:13.156',-5.620
'0:13.158',-5.645
'0:13.161',-5.630
'0:13.164',-5.630
'0:13.167',-5.610
'0:13.169',-5.610
'0:13.172',-5.600
'0:13.175',-5.590
'0:13.178',-5.610
'0:13.181',-5.605
'0:13.183',-5.605
'0:13.186',-5.605
'0:13.189',-5.630
'0:13.192',-5.625
'0:13.194',-5.600
'0:13.197',-5.605
'0:13.200',-5.605
'0:13.203',-5.595
'0:13.206',-5.590
'0:13.208',-5.580
'0:13.211',-5.605
'0:13.214',-5.620
'0:13.217',-5.630
'0:13.219',-5.645
'0:13.222',-5.640
'0:13.225',-5.630
'0:13.228',-5.630
'0:13.231',-5.620
'0:13.233',-5.585
'0:13.236',-5.605
'0:13.239',-5.590
'0:13.242',-5.600
'0:13.244',-5.595
'0:13.247',-5.610
'0:13.250',-5.610
'0:13.253',-5.620
'0:13.256',-5.620
'0:13.258',-5.615
'0:13.261',-5.605
'0:13.264',-5.605
'0:13.267',-5.615
'0:13.269',-5.595
'0:13.272',-5.605
'0:13.275',-5.615
'0:13.278',-5.605
'0:13.281',-5.630
'0:13.283',-5.625
'0:13.286',-5.650
'0:13.289',-5.645
'0:13.292',-5.635
'0:13.294',-5.625
'0:13.297',-5.610
'0:13.300',-5.605
'0:13.303',-5.595
'0:13.306',-5.595
'0:13.308',-5.580
'0:13.311',-5.595
'0:13.314',-5.610
'0:13.317',-5.615
'0:13.319',-5.645
'0:13.322',-5.635
'0:13.325',-5.640
'0:13.328',-5.645
'0:13.331',-5.620
'0:13.333',-5.615
'0:13.336',-5.605
'0:13.339',-5.620
'0:13.342',-5.615
'0:13.344',-5.610
'0:13.347',-5.625
'0:13.350',-5.645
'0:13.353',-5.650
'0:13.356',-5.645
'0:13.358',-5.635
'0:13.361',-5.630
'0:13.364',-5.600
'0:13.367',-5.605
'0:13.369',-5.585
'0:13.372',-5.585
'0:13.375',-5.585
'0:13.378',-5.595
'0:13.381',-5.605
'0:13.383',-5.625
'0:13.386',-5.640
'0:13.389',-5.615
'0:13.392',-5.635
'0:13.394',-5.615
'0:13.397',-5.605
'0:13.400',-5.610
'0:13.403',-5.605
'0:13.406',-5.585
'0:13.408',-5.605
'0:13.411',-5.610
'0:13.414',-5.620
'0:13.417',-5.620
'0:13.419',-5.620
'0:13.422',-5.635
'0:13.425',-5.615
'0:13.428',-5.600
'0:13.431',-5.585
'0:13.433',-5.565
'0:13.436',-5.570
'0:13.439',-5.565
'0:13.442',-5.560
'0:13.444',-5.575
'0:13.447',-5.570
'0:13.450',-5.570
'0:13.453',-5.580
'0:13.456',-5.560
'0:13.458',-5.545
'0:13.461',-5.550
'0:13.464',-5.525
'0:13.467',-5.520
'0:13.469',-5.510
'0:13.472',-5.505
'0:13.475',-5.505
'0:13.478',-5.505
'0:13.481',-5.540
'0:13.483',-5.570
'0:13.486',-5.590
'0:13.489',-5.610
'0:13.492',-5.630
'0:13.494',-5.625
'0:13.497',-5.610
'0:13.500',-5.610
'0:13.503',-5.620
'0:13.506',-5.610
'0:13.508',-5.610
'0:13.511',-5.640
'0:13.514',-5.640
'0:13.517',-5.640
'0:13.519',-5.635
'0:13.522',-5.650
'0:13.525',-5.650
'0:13.528',-5.650
'0:13.531',-5.650
'0:13.533',-5.645
'0:13.536',-5.640
'0:13.539',-5.650
'0:13.542',-5.655
'0:13.544',-5.650
'0:13.547',-5.660
'0:13.550',-5.655
'0:13.553',-5.660
'0:13.556',-5.670
'0:13.558',-5.670
'0:13.561',-5.650
'0:13.564',-5.660
'0:13.567',-5.650
'0:13.569',-5.630
'0:13.572',-5.640
'0:13.575',-5.640
'0:13.578',-5.635
'0:13.581',-5.660
'0:13.583',-5.655
'0:13.586',-5.685
'0:13.589',-5.665
'0:13.592',-5.655
'0:13.594',-5.630
'0:13.597',-5.595
'0:13.600',-5.530
'0:13.603',-5.480
'0:13.606',-5.435
'0:13.608',-5.445
'0:13.611',-5.485
'0:13.614',-5.580
'0:13.617',-5.720
'0:13.619',-5.890
'0:13.622',-6.110
'0:13.625',-6.315
'0:13.628',-6.495
'0:13.631',-6.610
'0:13.633',-6.645
'0:13.636',-6.635
'0:13.639',-6.585
'0:13.642',-6.555
'0:13.644',-6.505
'0:13.647',-6.445
'0:13.650',-6.365
'0:13.653',-6.275
'0:13.656',-6.195
'0:13.658',-6.100
'0:13.661',-6.020
'0:13.664',-5.940
'0:13.667',-5.870
'0:13.669',-5.805
'0:13.672',-5.735
'0:13.675',-5.695
'0:13.678',-5.665
'0:13.681',-5.655
'0:13.683',-5.655
'0:13.686',-5.665
'0:13.689',-5.655
'0:13.692',-5.640
'0:13.694',-5.635
'0:13.697',-5.620
'0:13.700',-5.595
'0:13.703',-5.590
'0:13.706',-5.590
'0:13.708',-5.580
'0:13.711',-5.580
'0:13.714',-5.590
'0:13.717',-5.600
'0:13.719',-5.605
'0:13.722',-5.605
'0:13.725',-5.600
'0:13.728',-5.590
'0:13.731',-5.570
'0:13.733',-5.580
'0:13.736',-5.565
'0:13.739',-5.565
'0:13.742',-5.570
'0:13.744',-5.565
'0:13.747',-5.570
'0:13.750',-5.580
'0:13.753',-5.600
'0:13.756',-5.590
'0:13.758',-5.580
'0:13.761',-5.570
'0:13.764',-5.570
'0:13.767',-5.550
'0:13.769',-5.540
'0:13.772',-5.550
'0:13.775',-5.540
'0:13.778',-5.540
'0:13.781',-5.560
'0:13.783',-5.565
'0:13.786',-5.580
'0:13.789',-5.585
'0:13.792',-5.565
'0:13.794',-5.545
'0:13.797',-5.540
'0:13.800',-5.525
'0:13.803',-5.520
'0:13.806',-5.515
'0:13.808',-5.510
'0:13.811',-5.500
'0:13.814',-5.510
'0:13.817',-5.530
'0:13.819',-5.530
'0:13.822',-5.555
'0:13.825',-5.525
'0:13.828',-5.515
'0:13.831',-5.510
'0:13.833',-5.510
'0:13.836',-5.490
'0:13.839',-5.495
'0:13.842',-5.510
'0:13.844',-5.510
'0:13.847',-5.520
'0:13.850',-5.510
'0:13.853',-5.530
'0:13.856',-5.515
'0:13.858',-5.525
'0:13.861',-5.495
'0:13.864',-5.490
'0:13.867',-5.470
'0:13.869',-5.455
'0:13.872',-5.455
'0:13.875',-5.465
'0:13.878',-5.460
'0:13.881',-5.460
'0:13.883',-5.475
'0:13.886',-5.490
'0:13.889',-5.485
'0:13.892',-5.465
'0:13.894',-5.465
'0:13.897',-5.465
'0:13.900',-5.470
'0:13.903',-5.460
'0:13.906',-5.460
'0:13.908',-5.465
'0:13.911',-5.475
'0:13.914',-5.500
'0:13.917',-5.505
'0:13.919',-5.515
'0:13.922',-5.515
'0:13.925',-5.510
'0:13.928',-5.495
'0:13.931',-5.485
'0:13.933',-5.500
'0:13.936',-5.490
'0:13.939',-5.490
'0:13.942',-5.505
'0:13.944',-5.495
'0:13.947',-5.520
'0:13.950',-5.535
'0:13.953',-5.535
'0:13.956',-5.560
'0:13.958',-5.565
'0:13.961',-5.550
'0:13.964',-5.540
'0:13.967',-5.535
'0:13.969',-5.535
'0:13.972',-5.535
'0:13.975',-5.530
'0:13.978',-5.545
'0:13.981',-5.545
'0:13.983',-5.550
'0:13.986',-5.555
'0:13.989',-5.565
'0:13.992',-5.570
'0:13.994',-5.545
'0:13.997',-5.550
'0:14.000',-5.550
'0:14.003',-5.540
'0:14.006',-5.535
'0:14.008',-5.545
'0:14.011',-5.550
'0:14.014',-5.560
'0:14.017',-5.570
'0:14.019',-5.600
'0:14.022',-5.605
'0:14.025',-5.605
'0:14.028',-5.605
'0:14.031',-5.585
'0:14.033',-5.565
'0:14.036',-5.565
'0:14.039',-5.555
'0:14.042',-5.560
'0:14.044',-5.575
'0:14.047',-5.575
'0:14.050',-5.580
'0:14.053',-5.575
'0:14.056',-5.585
'0:14.058',-5.595
'0:14.061',-5.570
'0:14.064',-5.580
'0:14.067',-5.575
'0:14.069',-5.570
'0:14.072',-5.565
'0:14.075',-5.560
'0:14.078',-5.560
'0:14.081',-5.585
'0:14.083',-5.600
'0:14.086',-5.605
'0:14.089',-5.625
'0:14.092',-5.620
'0:14.094',-5.615
'0:14.097',-5.590
'0:14.100',-5.585
'0:14.103',-5.580
'0:14.106',-5.570
'0:14.108',-5.565
'0:14.111',-5.560
'0:14.114',-5.590
'0:14.117',-5.590
'0:14.119',-5.600
'0:14.122',-5.615
'0:14.125',-5.610
'0:14.128',-5.600
'0:14.131',-5.605
'0:14.133',-5.570
'0:14.136',-5.575
'0:14.139',-5.575
'0:14.142',-5.580
'0:14.144',-5.595
'0:14.147',-5.590
'0:14.150',-5.610
'0:14.153',-5.615
'0:14.156',-5.625
'0:14.158',-5.605
'0:14.161',-5.625
'0:14.164',-5.610
'0:14.167',-5.600
'0:14.169',-5.585
'0:14.172',-5.575
'0:14.175',-5.590
'0:14.178',-5.610
'0:14.181',-5.600
'0:14.183',-5.620
'0:14.186',-5.615
'0:14.189',-5.610
'0:14.192',-5.605
'0:14.194',-5.610
'0:14.197',-5.595
'0:14.200',-5.590
'0:14.203',-5.575
'0:14.206',-5.585
'0:14.208',-5.585
'0:14.211',-5.590
'0:14.214',-5.605
'0:14.217',-5.600
'0:14.219',-5.605
'0:14.222',-5.620
'0:14.225',-5.615
'0:14.228',-5.620
'0:14.231',-5.595
'0:14.233',-5.590
'0:14.236',-5.570
'0:14.239',-5.560
'0:14.242',-5.570
'0:14.244',-5.575
'0:14.247',-5.590
'0:14.250',-5.605
'0:14.253',-5.620
'0:14.256',-5.625
'0:14.258',-5.620
'0:14.261',-5.620
'0:14.264',-5.600
'0:14.267',-5.605
'0:14.269',-5.600
'0:14.272',-5.595
'0:14.275',-5.595
'0:14.278',-5.600
'0:14.281',-5.620
'0:14.283',-5.640
'0:14.286',-5.625
'0:14.289',-5.635
'0:14.292',-5.630
'0:14.294',-5.615
'0:14.297',-5.600
'0:14.300',-5.615
'0:14.303',-5.575
'0:14.306',-5.590
'0:14.308',-5.600
'0:14.311',-5.595
'0:14.314',-5.615
'0:14.317',-5.630
'0:14.319',-5.630
'0:14.322',-5.635
'0:14.325',-5.630
'0:14.328',-5.630
'0:14.331',-5.620
'0:14.333',-5.620
'0:14.336',-5.610
'0:14.339',-5.610
'0:14.342',-5.610
'0:14.344',-5.620
'0:14.347',-5.625
'0:14.350',-5.625
'0:14.353',-5.635
'0:14.356',-5.625
'0:14.358',-5.610
'0:14.361',-5.595
'0:14.364',-5.560
'0:14.367',-5.555
'0:14.369',-5.535
'0:14.372',-5.525
'0:14.375',-5.530
'0:14.378',-5.520
'0:14.381',-5.525
'0:14.383',-5.530
'0:14.386',-5.535
'0:14.389',-5.540
'0:14.392',-5.535
'0:14.394',-5.565
'0:14.397',-5.565
'0:14.400',-5.570
'0:14.403',-5.585
'0:14.406',-5.600
'0:14.408',-5.615
'0:14.411',-5.620
'0:14.414',-5.625
'0:14.417',-5.640
'0:14.419',-5.660
'0:14.422',-5.670
'0:14.425',-5.670
'0:14.428',-5.675
'0:14.431',-5.660
'0:14.433',-5.635
'0:14.436',-5.615
'0:14.439',-5.640
'0:14.442',-5.630
'0:14.444',-5.645
'0:14.447',-5.660
'0:14.450',-5.685
'0:14.453',-5.695
'0:14.456',-5.700
'0:14.458',-5.700
'0:14.461',-5.690
'0:14.464',-5.680
'0:14.467',-5.675
'0:14.469',-5.655
'0:14.472',-5.645
'0:14.475',-5.650
'0:14.478',-5.640
'0:14.481',-5.655
'0:14.483',-5.665
'0:14.486',-5.685
'0:14.489',-5.685
'0:14.492',-5.685
'0:14.494',-5.675
'0:14.497',-5.650
'0:14.500',-5.650
'0:14.503',-5.650
'0:14.506',-5.645
'0:14.508',-5.665
'0:14.511',-5.650
'0:14.514',-5.670
'0:14.517',-5.665
'0:14.519',-5.680
'0:14.522',-5.660
'0:14.525',-5.610
'0:14.528',-5.580
'0:14.531',-5.495
'0:14.533',-5.440
'0:14.536',-5.430
'0:14.539',-5.470
'0:14.542',-5.575
'0:14.544',-5.730
'0:14.547',-5.950
'0:14.550',-6.195
'0:14.553',-6.425
'0:14.556',-6.590
'0:14.558',-6.680
'0:14.561',-6.710
'0:14.564',-6.645
'0:14.567',-6.570
'0:14.569',-6.495
'0:14.572',-6.420
'0:14.575',-6.330
'0:14.578',-6.235
'0:14.581',-6.150
'0:14.583',-6.070
'0:14.586',-6.020
'0:14.589',-5.960
'0:14.592',-5.905
'0:14.594',-5.830
'0:14.597',-5.750
'0:14.600',-5.705
'0:14.603',-5.655
'0:14.606',-5.630
'0:14.608',-5.630
'0:14.611',-5.625
'0:14.614',-5.635
'0:14.617',-5.625
'0:14.619',-5.640
'0:14.622',-5.630
'0:14.625',-5.620
'0:14.628',-5.610
'0:14.631',-5.590
'0:14.633',-5.590
'0:14.636',-5.570
'0:14.639',-5.580
'0:14.642',-5.580
'0:14.644',-5.580
'0:14.647',-5.585
'0:14.650',-5.570
'0:14.653',-5.600
'0:14.656',-5.585
'0:14.658',-5.590
'0:14.661',-5.565
'0:14.664',-5.565
'0:14.667',-5.555
'0:14.669',-5.545
'0:14.672',-5.535
'0:14.675',-5.545
'0:14.678',-5.540
'0:14.681',-5.555
'0:14.683',-5.565
'0:14.686',-5.580
'0:14.689',-5.585
'0:14.692',-5.570
'0:14.694',-5.575
'0:14.697',-5.565
'0:14.700',-5.560
'0:14.703',-5.540
'0:14.706',-5.540
'0:14.708',-5.540
'0:14.711',-5.535
'0:14.714',-5.560
'0:14.717',-5.550
'0:14.719',-5.555
'0:14.722',-5.545
'0:14.725',-5.550
'0:14.728',-5.545
'0:14.731',-5.535
'0:14.733',-5.530
'0:14.736',-5.525
'0:14.739',-5.525
'0:14.742',-5.525
'0:14.744',-5.520
'0:14.747',-5.540
'0:14.750',-5.545
'0:14.753',-5.545
'0:14.756',-5.560
'0:14.758',-5.550
'0:14.761',-5.550
'0:14.764',-5.540
'0:14.767',-5.535
'0:14.769',-5.525
'0:14.772',-5.515
'0:14.775',-5.515
'0:14.778',-5.515
'0:14.781',-5.520
'0:14.783',-5.525
'0:14.786',-5.540
'0:14.789',-5.555
'0:14.792',-5.545
