'Elapsed time','V1'
'0:15.964',-5.905
'0:15.967',-5.960
'0:15.969',-6.035
'0:15.972',-6.145
'0:15.975',-6.255
'0:15.978',-6.360
'0:15.981',-6.475
'0:15.983',-6.590
'0:15.986',-6.650
'0:15.989',-6.650
'0:15.992',-6.570
'0:15.994',-6.450
'0:15.997',-6.320
'0:16.000',-6.190
'0:16.003',-6.040
'0:16.006',-5.840
'0:16.008',-5.560
'0:16.011',-5.250
'0:16.014',-4.970
'0:16.017',-4.800
'0:16.019',-4.800
'0:16.022',-4.985
'0:16.025',-5.255
'0:16.028',-5.520
'0:16.031',-5.710
'0:16.033',-5.855
'0:16.036',-5.900
'0:16.039',-5.930
'0:16.042',-5.955
'0:16.044',-5.965
'0:16.047',-5.990
'0:16.050',-6.010
'0:16.053',-6.015
'0:16.056',-6.000
'0:16.058',-5.990
'0:16.061',-5.985
'0:16.064',-5.990
'0:16.067',-5.990
'0:16.069',-6.015
'0:16.072',-6.015
'0:16.075',-6.015
'0:16.078',-5.995
'0:16.081',-5.930
'0:16.083',-5.865
'0:16.086',-5.790
'0:16.089',-5.730
'0:16.092',-5.710
'0:16.094',-5.685
'0:16.097',-5.690
'0:16.100',-5.685
'0:16.103',-5.690
'0:16.106',-5.695
'0:16.108',-5.665
'0:16.111',-5.655
'0:16.114',-5.660
'0:16.117',-5.660
'0:16.119',-5.655
'0:16.122',-5.660
'0:16.125',-5.675
'0:16.128',-5.680
'0:16.131',-5.700
'0:16.133',-5.710
'0:16.136',-5.755
'0:16.139',-5.755
'0:16.142',-5.730
'0:16.144',-5.740
'0:16.147',-5.725
'0:16.150',-5.720
'0:16.153',-5.720
'0:16.156',-5.735
'0:16.158',-5.750
'0:16.161',-5.765
'0:16.164',-5.775
'0:16.167',-5.825
'0:16.169',-5.845
'0:16.172',-5.870
'0:16.175',-5.860
'0:16.178',-5.850
'0:16.181',-5.860
'0:16.183',-5.865
'0:16.186',-5.895
'0:16.189',-5.905
'0:16.192',-5.910
'0:16.194',-5.940
'0:16.197',-5.965
'0:16.200',-5.980
'0:16.203',-5.990
'0:16.206',-5.980
'0:16.208',-5.985
'0:16.211',-5.970
'0:16.214',-5.980
'0:16.217',-6.015
'0:16.219',-6.000
'0:16.222',-6.020
'0:16.225',-6.025
'0:16.228',-6.045
'0:16.231',-6.035
'0:16.233',-6.050
'0:16.236',-6.045
'0:16.239',-6.065
'0:16.242',-6.055
'0:16.244',-6.050
'0:16.247',-6.030
'0:16.250',-6.040
'0:16.253',-6.050
'0:16.256',-6.030
'0:16.258',-6.040
'0:16.261',-6.050
'0:16.264',-6.050
'0:16.267',-6.055
'0:16.269',-6.055
'0:16.272',-6.060
'0:16.275',-6.045
'0:16.278',-6.025
'0:16.281',-6.020
'0:16.283',-6.005
'0:16.286',-5.965
'0:16.289',-5.950
'0:16.292',-5.950
'0:16.294',-5.930
'0:16.297',-5.900
'0:16.300',-5.895
'0:16.303',-5.880
'0:16.306',-5.875
'0:16.308',-5.850
'0:16.311',-5.850
'0:16.314',-5.835
'0:16.317',-5.815
'0:16.319',-5.780
'0:16.322',-5.770
'0:16.325',-5.745
'0:16.328',-5.745
'0:16.331',-5.750
'0:16.333',-5.755
'0:16.336',-5.740
'0:16.339',-5.755
'0:16.342',-5.750
'0:16.344',-5.740
'0:16.347',-5.740
'0:16.350',-5.715
'0:16.353',-5.715
'0:16.356',-5.705
'0:16.358',-5.710
'0:16.361',-5.700
'0:16.364',-5.705
'0:16.367',-5.700
'0:16.369',-5.720
'0:16.372',-5.715
'0:16.375',-5.690
'0:16.378',-5.690
'0:16.381',-5.690
'0:16.383',-5.660
'0:16.386',-5.670
'0:16.389',-5.665
'0:16.392',-5.660
'0:16.394',-5.680
'0:16.397',-5.675
'0:16.400',-5.705
'0:16.403',-5.710
'0:16.406',-5.710
'0:16.408',-5.720
'0:16.411',-5.715
'0:16.414',-5.695
'0:16.417',-5.695
'0:16.419',-5.685
'0:16.422',-5.685
'0:16.425',-5.665
'0:16.428',-5.680
'0:16.431',-5.700
'0:16.433',-5.710
'0:16.436',-5.730
'0:16.439',-5.745
'0:16.442',-5.760
'0:16.444',-5.755
'0:16.447',-5.735
'0:16.450',-5.710
'0:16.453',-5.715
'0:16.456',-5.685
'0:16.458',-5.695
'0:16.461',-5.710
'0:16.464',-5.700
'0:16.467',-5.725
'0:16.469',-5.720
'0:16.472',-5.725
'0:16.475',-5.725
'0:16.478',-5.725
'0:16.481',-5.730
'0:16.483',-5.715
'0:16.486',-5.715
'0:16.489',-5.715
'0:16.492',-5.720
'0:16.494',-5.740
'0:16.497',-5.750
'0:16.500',-5.750
'0:16.503',-5.745
'0:16.506',-5.730
'0:16.508',-5.710
'0:16.511',-5.725
'0:16.514',-5.710
'0:16.517',-5.715
'0:16.519',-5.705
'0:16.522',-5.700
'0:16.525',-5.700
'0:16.528',-5.715
'0:16.531',-5.725
'0:16.533',-5.720
'0:16.536',-5.715
'0:16.539',-5.715
'0:16.542',-5.705
'0:16.544',-5.715
'0:16.547',-5.680
'0:16.550',-5.685
'0:16.553',-5.670
'0:16.556',-5.680
'0:16.558',-5.670
'0:16.561',-5.670
'0:16.564',-5.690
'0:16.567',-5.700
'0:16.569',-5.730
'0:16.572',-5.740
'0:16.575',-5.730
'0:16.578',-5.725
'0:16.581',-5.725
'0:16.583',-5.710
'0:16.586',-5.695
'0:16.589',-5.695
'0:16.592',-5.715
'0:16.594',-5.730
'0:16.597',-5.765
'0:16.600',-5.795
'0:16.603',-5.820
'0:16.606',-5.825
'0:16.608',-5.840
'0:16.611',-5.810
'0:16.614',-5.790
'0:16.617',-5.745
'0:16.619',-5.700
'0:16.622',-5.660
'0:16.625',-5.660
'0:16.628',-5.640
'0:16.631',-5.665
'0:16.633',-5.670
'0:16.636',-5.690
'0:16.639',-5.715
'0:16.642',-5.705
'0:16.644',-5.670
'0:16.647',-5.640
'0:16.650',-5.625
'0:16.653',-5.620
'0:16.656',-5.605
'0:16.658',-5.625
'0:16.661',-5.610
'0:16.664',-5.625
'0:16.667',-5.625
'0:16.669',-5.645
'0:16.672',-5.670
'0:16.675',-5.665
'0:16.678',-5.650
'0:16.681',-5.655
'0:16.683',-5.645
'0:16.686',-5.650
'0:16.689',-5.660
'0:16.692',-5.675
'0:16.694',-5.680
'0:16.697',-5.680
'0:16.700',-5.685
'0:16.703',-5.695
'0:16.706',-5.680
'0:16.708',-5.690
'0:16.711',-5.700
'0:16.714',-5.700
'0:16.717',-5.695
'0:16.719',-5.700
'0:16.722',-5.705
'0:16.725',-5.720
'0:16.728',-5.715
'0:16.731',-5.735
'0:16.733',-5.725
'0:16.736',-5.750
'0:16.739',-5.745
'0:16.742',-5.755
'0:16.744',-5.720
'0:16.747',-5.730
'0:16.750',-5.695
'0:16.753',-5.705
'0:16.756',-5.710
'0:16.758',-5.720
'0:16.761',-5.735
'0:16.764',-5.755
'0:16.767',-5.755
'0:16.769',-5.760
'0:16.772',-5.775
'0:16.775',-5.775
'0:16.778',-5.785
'0:16.781',-5.805
'0:16.783',-5.850
'0:16.786',-5.890
'0:16.789',-5.990
'0:16.792',-6.100
'0:16.794',-6.205
'0:16.797',-6.340
'0:16.800',-6.450
'0:16.803',-6.555
'0:16.806',-6.635
'0:16.808',-6.625
'0:16.811',-6.570
'0:16.814',-6.425
'0:16.817',-6.285
'0:16.819',-6.140
'0:16.822',-5.975
'0:16.825',-5.790
'0:16.828',-5.520
'0:16.831',-5.215
'0:16.833',-4.900
'0:16.836',-4.710
'0:16.839',-4.695
'0:16.842',-4.825
'0:16.844',-5.065
'0:16.847',-5.320
'0:16.850',-5.530
'0:16.853',-5.680
'0:16.856',-5.755
'0:16.858',-5.800
'0:16.861',-5.840
'0:16.864',-5.855
'0:16.867',-5.855
'0:16.869',-5.880
'0:16.872',-5.895
'0:16.875',-5.870
'0:16.878',-5.870
'0:16.881',-5.870
'0:16.883',-5.890
'0:16.886',-5.935
'0:16.889',-6.000
'0:16.892',-6.050
'0:16.894',-6.045
'0:16.897',-6.025
'0:16.900',-5.990
'0:16.903',-5.920
'0:16.906',-5.845
'0:16.908',-5.770
'0:16.911',-5.705
'0:16.914',-5.690
'0:16.917',-5.640
'0:16.919',-5.690
'0:16.922',-5.710
'0:16.925',-5.725
'0:16.928',-5.750
'0:16.931',-5.770
'0:16.933',-5.765
'0:16.936',-5.755
'0:16.939',-5.735
'0:16.942',-5.685
'0:16.944',-5.660
'0:16.947',-5.655
'0:16.950',-5.645
'0:16.953',-5.665
'0:16.956',-5.710
'0:16.958',-5.740
'0:16.961',-5.775
'0:16.964',-5.795
'0:16.967',-5.800
'0:16.969',-5.790
'0:16.972',-5.770
'0:16.975',-5.775
'0:16.978',-5.800
'0:16.981',-5.800
'0:16.983',-5.840
'0:16.986',-5.850
'0:16.989',-5.870
'0:16.992',-5.885
'0:16.994',-5.890
'0:16.997',-5.880
'0:17.000',-5.890
'0:17.003',-5.915
'0:17.006',-5.900
'0:17.008',-5.950
'0:17.011',-5.965
'0:17.014',-5.990
'0:17.017',-6.010
'0:17.019',-6.020
'0:17.022',-6.030
'0:17.025',-6.045
'0:17.028',-6.055
'0:17.031',-6.060
'0:17.033',-6.070
'0:17.036',-6.065
'0:17.039',-6.090
'0:17.042',-6.080
'0:17.044',-6.090
'0:17.047',-6.110
'0:17.050',-6.090
'0:17.053',-6.090
'0:17.056',-6.080
'0:17.058',-6.095
'0:17.061',-6.130
'0:17.064',-6.130
'0:17.067',-6.145
'0:17.069',-6.145
'0:17.072',-6.130
'0:17.075',-6.115
'0:17.078',-6.100
'0:17.081',-6.085
'0:17.083',-6.100
'0:17.086',-6.095
'0:17.089',-6.100
'0:17.092',-6.075
'0:17.094',-6.060
'0:17.097',-6.055
'0:17.100',-6.045
'0:17.103',-6.035
'0:17.106',-6.025
'0:17.108',-6.000
'0:17.111',-6.000
'0:17.114',-5.965
'0:17.117',-5.955
'0:17.119',-5.925
'0:17.122',-5.905
'0:17.125',-5.920
'0:17.128',-5.890
'0:17.131',-5.865
'0:17.133',-5.865
'0:17.136',-5.840
'0:17.139',-5.890
'0:17.142',-5.900
'0:17.144',-5.920
'0:17.147',-5.905
'0:17.150',-5.880
'0:17.153',-5.870
'0:17.156',-5.810
'0:17.158',-5.765
'0:17.161',-5.725
'0:17.164',-5.715
'0:17.167',-5.725
'0:17.169',-5.745
'0:17.172',-5.770
'0:17.175',-5.790
'0:17.178',-5.785
'0:17.181',-5.780
'0:17.183',-5.760
'0:17.186',-5.735
'0:17.189',-5.745
'0:17.192',-5.730
'0:17.194',-5.745
'0:17.197',-5.765
'0:17.200',-5.775
'0:17.203',-5.765
'0:17.206',-5.790
'0:17.208',-5.790
'0:17.211',-5.780
'0:17.214',-5.760
'0:17.217',-5.755
'0:17.219',-5.740
'0:17.222',-5.760
'0:17.225',-5.765
'0:17.228',-5.765
'0:17.231',-5.770
'0:17.233',-5.760
'0:17.236',-5.730
'0:17.239',-5.720
'0:17.242',-5.720
'0:17.244',-5.710
'0:17.247',-5.690
'0:17.250',-5.690
'0:17.253',-5.710
'0:17.256',-5.770
'0:17.258',-5.820
'0:17.261',-5.890
'0:17.264',-5.870
'0:17.267',-5.835
'0:17.269',-5.795
'0:17.272',-5.735
'0:17.275',-5.700
'0:17.278',-5.690
'0:17.281',-5.685
'0:17.283',-5.695
'0:17.286',-5.685
'0:17.289',-5.700
'0:17.292',-5.705
'0:17.294',-5.705
'0:17.297',-5.710
'0:17.300',-5.720
'0:17.303',-5.750
'0:17.306',-5.780
'0:17.308',-5.800
'0:17.311',-5.780
'0:17.314',-5.760
'0:17.317',-5.740
'0:17.319',-5.730
'0:17.322',-5.715
'0:17.325',-5.745
'0:17.328',-5.785
'0:17.331',-5.805
'0:17.333',-5.795
'0:17.336',-5.755
'0:17.339',-5.735
'0:17.342',-5.700
'0:17.344',-5.685
'0:17.347',-5.695
'0:17.350',-5.710
'0:17.353',-5.715
'0:17.356',-5.730
'0:17.358',-5.745
'0:17.361',-5.750
'0:17.364',-5.765
'0:17.367',-5.785
'0:17.369',-5.785
'0:17.372',-5.795
'0:17.375',-5.775
'0:17.378',-5.730
'0:17.381',-5.695
'0:17.383',-5.695
'0:17.386',-5.705
'0:17.389',-5.720
'0:17.392',-5.760
'0:17.394',-5.800
'0:17.397',-5.800
'0:17.400',-5.800
'0:17.403',-5.800
'0:17.406',-5.810
'0:17.408',-5.845
'0:17.411',-5.840
'0:17.414',-5.845
'0:17.417',-5.835
'0:17.419',-5.820
'0:17.422',-5.775
'0:17.425',-5.745
'0:17.428',-5.745
'0:17.431',-5.710
'0:17.433',-5.695
'0:17.436',-5.695
'0:17.439',-5.710
'0:17.442',-5.720
'0:17.444',-5.735
'0:17.447',-5.755
'0:17.450',-5.750
'0:17.453',-5.735
'0:17.456',-5.700
'0:17.458',-5.675
'0:17.461',-5.655
'0:17.464',-5.635
'0:17.467',-5.630
'0:17.469',-5.645
'0:17.472',-5.640
'0:17.475',-5.650
'0:17.478',-5.665
'0:17.481',-5.665
'0:17.483',-5.685
'0:17.486',-5.695
'0:17.489',-5.680
'0:17.492',-5.675
'0:17.494',-5.695
'0:17.497',-5.695
'0:17.500',-5.730
'0:17.503',-5.770
'0:17.506',-5.795
'0:17.508',-5.800
'0:17.511',-5.790
'0:17.514',-5.765
'0:17.517',-5.770
'0:17.519',-5.750
'0:17.522',-5.750
'0:17.525',-5.745
'0:17.528',-5.730
'0:17.531',-5.755
'0:17.533',-5.770
'0:17.536',-5.780
'0:17.539',-5.800
'0:17.542',-5.780
'0:17.544',-5.765
'0:17.547',-5.755
'0:17.550',-5.760
'0:17.553',-5.745
'0:17.556',-5.750
'0:17.558',-5.745
'0:17.561',-5.745
'0:17.564',-5.780
'0:17.567',-5.800
'0:17.569',-5.810
'0:17.572',-5.805
'0:17.575',-5.800
'0:17.578',-5.765
'0:17.581',-5.770
'0:17.583',-5.795
'0:17.586',-5.785
'0:17.589',-5.800
'0:17.592',-5.825
'0:17.594',-5.830
'0:17.597',-5.875
'0:17.600',-5.935
'0:17.603',-6.020
'0:17.606',-6.110
'0:17.608',-6.210
'0:17.611',-6.350
'0:17.614',-6.505
'0:17.617',-6.610
'0:17.619',-6.665
'0:17.622',-6.640
'0:17.625',-6.525
'0:17.628',-6.385
'0:17.631',-6.240
'0:17.633',-6.115
'0:17.636',-6.010
'0:17.639',-5.870
'0:17.642',-5.600
'0:17.644',-5.265
'0:17.647',-4.935
'0:17.650',-4.705
'0:17.653',-4.585
'0:17.656',-4.675
'0:17.658',-4.885
'0:17.661',-5.150
'0:17.664',-5.415
'0:17.667',-5.610
'0:17.669',-5.700
'0:17.672',-5.755
'0:17.675',-5.790
'0:17.678',-5.795
'0:17.681',-5.855
'0:17.683',-5.870
'0:17.686',-5.890
'0:17.689',-5.920
'0:17.692',-5.930
'0:17.694',-5.965
'0:17.697',-6.000
'0:17.700',-6.020
'0:17.703',-6.030
'0:17.706',-6.045
'0:17.708',-6.045
'0:17.711',-6.055
'0:17.714',-6.060
'0:17.717',-6.040
'0:17.719',-5.985
'0:17.722',-5.940
'0:17.725',-5.865
'0:17.728',-5.825
'0:17.731',-5.800
'0:17.733',-5.795
'0:17.736',-5.800
'0:17.739',-5.835
'0:17.742',-5.830
'0:17.744',-5.835
'0:17.747',-5.815
'0:17.750',-5.755
'0:17.753',-5.715
'0:17.756',-5.705
'0:17.758',-5.725
'0:17.761',-5.765
'0:17.764',-5.775
'0:17.767',-5.795
'0:17.769',-5.805
'0:17.772',-5.810
'0:17.775',-5.815
'0:17.778',-5.820
'0:17.781',-5.820
'0:17.783',-5.850
'0:17.786',-5.850
'0:17.789',-5.860
'0:17.792',-5.870
'0:17.794',-5.880
'0:17.797',-5.900
'0:17.800',-5.930
'0:17.803',-5.955
'0:17.806',-5.970
'0:17.808',-5.965
'0:17.811',-5.970
'0:17.814',-5.975
'0:17.817',-5.980
'0:17.819',-5.975
'0:17.822',-6.000
'0:17.825',-6.040
'0:17.828',-6.060
'0:17.831',-6.085
'0:17.833',-6.095
'0:17.836',-6.140
'0:17.839',-6.130
'0:17.842',-6.125
'0:17.844',-6.145
'0:17.847',-6.160
'0:17.850',-6.160
'0:17.853',-6.145
'0:17.856',-6.130
'0:17.858',-6.140
'0:17.861',-6.140
'0:17.864',-6.160
'0:17.867',-6.185
'0:17.869',-6.220
'0:17.872',-6.235
'0:17.875',-6.240
'0:17.878',-6.225
'0:17.881',-6.205
'0:17.883',-6.190
'0:17.886',-6.205
'0:17.889',-6.215
'0:17.892',-6.230
'0:17.894',-6.235
'0:17.897',-6.235
'0:17.900',-6.230
'0:17.903',-6.225
'0:17.906',-6.210
'0:17.908',-6.200
'0:17.911',-6.185
'0:17.914',-6.170
'0:17.917',-6.140
'0:17.919',-6.120
'0:17.922',-6.110
'0:17.925',-6.105
'0:17.928',-6.100
'0:17.931',-6.125
'0:17.933',-6.130
'0:17.936',-6.115
'0:17.939',-6.070
'0:17.942',-6.030
'0:17.944',-5.990
'0:17.947',-5.975
'0:17.950',-5.975
'0:17.953',-5.960
'0:17.956',-5.965
'0:17.958',-5.960
'0:17.961',-5.945
'0:17.964',-5.955
'0:17.967',-5.940
'0:17.969',-5.950
'0:17.972',-5.945
'0:17.975',-5.930
'0:17.978',-5.905
'0:17.981',-5.885
'0:17.983',-5.885
'0:17.986',-5.855
'0:17.989',-5.845
'0:17.992',-5.870
'0:17.994',-5.860
'0:17.997',-5.865
'0:18.000',-5.865
'0:18.003',-5.870
'0:18.006',-5.855
'0:18.008',-5.845
'0:18.011',-5.845
'0:18.014',-5.855
'0:18.017',-5.855
'0:18.019',-5.835
'0:18.022',-5.820
'0:18.025',-5.840
'0:18.028',-5.825
'0:18.031',-5.810
'0:18.033',-5.835
'0:18.036',-5.830
'0:18.039',-5.830
'0:18.042',-5.845
'0:18.044',-5.825
'0:18.047',-5.825
'0:18.050',-5.810
'0:18.053',-5.805
'0:18.056',-5.800
'0:18.058',-5.810
'0:18.061',-5.825
'0:18.064',-5.835
'0:18.067',-5.845
'0:18.069',-5.865
'0:18.072',-5.850
'0:18.075',-5.830
'0:18.078',-5.840
'0:18.081',-5.830
'0:18.083',-5.815
'0:18.086',-5.825
'0:18.089',-5.795
'0:18.092',-5.810
'0:18.094',-5.820
'0:18.097',-5.850
'0:18.100',-5.845
'0:18.103',-5.860
'0:18.106',-5.875
'0:18.108',-5.865
'0:18.111',-5.865
'0:18.114',-5.850
'0:18.117',-5.845
'0:18.119',-5.815
'0:18.122',-5.800
'0:18.125',-5.785
'0:18.128',-5.785
'0:18.131',-5.800
'0:18.133',-5.820
'0:18.136',-5.840
'0:18.139',-5.860
'0:18.142',-5.855
'0:18.144',-5.855
'0:18.147',-5.825
'0:18.150',-5.830
'0:18.153',-5.805
'0:18.156',-5.800
'0:18.158',-5.845
'0:18.161',-5.860
'0:18.164',-5.870
'0:18.167',-5.865
'0:18.169',-5.850
'0:18.172',-5.800
'0:18.175',-5.790
'0:18.178',-5.790
'0:18.181',-5.800
'0:18.183',-5.800
'0:18.186',-5.815
'0:18.189',-5.825
'0:18.192',-5.840
'0:18.194',-5.845
'0:18.197',-5.835
'0:18.200',-5.805
'0:18.203',-5.805
'0:18.206',-5.795
'0:18.208',-5.805
'0:18.211',-5.785
'0:18.214',-5.815
'0:18.217',-5.825
'0:18.219',-5.810
'0:18.222',-5.810
'0:18.225',-5.830
'0:18.228',-5.845
'0:18.231',-5.860
'0:18.233',-5.905
'0:18.236',-5.895
'0:18.239',-5.875
'0:18.242',-5.865
'0:18.244',-5.825
'0:18.247',-5.805
'0:18.250',-5.790
'0:18.253',-5.770
'0:18.256',-5.770
'0:18.258',-5.770
'0:18.261',-5.795
'0:18.264',-5.775
'0:18.267',-5.780
'0:18.269',-5.800
'0:18.272',-5.800
'0:18.275',-5.810
'0:18.278',-5.810
'0:18.281',-5.790
'0:18.283',-5.755
'0:18.286',-5.715
'0:18.289',-5.680
'0:18.292',-5.645
'0:18.294',-5.640
'0:18.297',-5.660
'0:18.300',-5.705
'0:18.303',-5.735
'0:18.306',-5.775
'0:18.308',-5.810
'0:18.311',-5.820
'0:18.314',-5.800
'0:18.317',-5.800
'0:18.319',-5.790
'0:18.322',-5.780
'0:18.325',-5.775
'0:18.328',-5.790
'0:18.331',-5.800
'0:18.333',-5.845
'0:18.336',-5.865
'0:18.339',-5.860
'0:18.342',-5.845
'0:18.344',-5.830
'0:18.347',-5.830
'0:18.350',-5.820
'0:18.353',-5.810
'0:18.356',-5.810
'0:18.358',-5.805
'0:18.361',-5.810
'0:18.364',-5.825
'0:18.367',-5.825
'0:18.369',-5.830
'0:18.372',-5.830
'0:18.375',-5.850
'0:18.378',-5.850
'0:18.381',-5.830
'0:18.383',-5.845
'0:18.386',-5.825
'0:18.389',-5.845
'0:18.392',-5.835
'0:18.394',-5.875
'0:18.397',-5.895
'0:18.400',-5.890
'0:18.403',-5.875
'0:18.406',-5.895
'0:18.408',-5.885
'0:18.411',-5.925
'0:18.414',-5.980
'0:18.417',-6.075
'0:18.419',-6.190
'0:18.422',-6.325
'0:18.425',-6.455
'0:18.428',-6.570
'0:18.431',-6.660
'0:18.433',-6.730
'0:18.436',-6.700
'0:18.439',-6.640
'0:18.442',-6.515
'0:18.444',-6.390
'0:18.447',-6.245
'0:18.450',-6.055
'0:18.453',-5.825
'0:18.456',-5.555
'0:18.458',-5.240
'0:18.461',-4.935
'0:18.464',-4.735
'0:18.467',-4.665
'0:18.469',-4.750
'0:18.472',-4.980
'0:18.475',-5.230
'0:18.478',-5.470
'0:18.481',-5.620
'0:18.483',-5.715
'0:18.486',-5.760
'0:18.489',-5.795
'0:18.492',-5.860
'0:18.494',-5.925
'0:18.497',-6.005
'0:18.500',-6.065
'0:18.503',-6.090
'0:18.506',-6.080
'0:18.508',-6.045
'0:18.511',-6.025
'0:18.514',-6.020
'0:18.517',-6.015
'0:18.519',-6.030
'0:18.522',-6.045
'0:18.525',-6.065
'0:18.528',-6.045
'0:18.531',-6.050
'0:18.533',-6.035
'0:18.536',-5.985
'0:18.539',-5.925
'0:18.542',-5.865
'0:18.544',-5.820
'0:18.547',-5.805
'0:18.550',-5.775
'0:18.553',-5.780
'0:18.556',-5.775
'0:18.558',-5.785
'0:18.561',-5.805
'0:18.564',-5.850
'0:18.567',-5.860
'0:18.569',-5.865
'0:18.572',-5.865
'0:18.575',-5.830
'0:18.578',-5.800
'0:18.581',-5.770
'0:18.583',-5.770
'0:18.586',-5.785
'0:18.589',-5.820
'0:18.592',-5.850
'0:18.594',-5.885
'0:18.597',-5.940
'0:18.600',-5.955
'0:18.603',-5.965
'0:18.606',-5.965
'0:18.608',-5.970
'0:18.611',-5.965
'0:18.614',-5.940
'0:18.617',-5.940
'0:18.619',-5.950
'0:18.622',-5.970
'0:18.625',-5.980
'0:18.628',-6.005
'0:18.631',-6.050
'0:18.633',-6.075
'0:18.636',-6.075
'0:18.639',-6.100
'0:18.642',-6.125
'0:18.644',-6.140
'0:18.647',-6.145
'0:18.650',-6.155
'0:18.653',-6.140
'0:18.656',-6.125
'0:18.658',-6.135
'0:18.661',-6.155
'0:18.664',-6.165
'0:18.667',-6.180
'0:18.669',-6.220
'0:18.672',-6.230
'0:18.675',-6.235
'0:18.678',-6.215
'0:18.681',-6.225
'0:18.683',-6.215
'0:18.686',-6.210
'0:18.689',-6.200
'0:18.692',-6.220
'0:18.694',-6.220
'0:18.697',-6.230
'0:18.700',-6.240
'0:18.703',-6.255
'0:18.706',-6.265
'0:18.708',-6.260
'0:18.711',-6.250
'0:18.714',-6.250
'0:18.717',-6.225
'0:18.719',-6.215
'0:18.722',-6.190
'0:18.725',-6.170
'0:18.728',-6.160
'0:18.731',-6.150
'0:18.733',-6.135
'0:18.736',-6.125
'0:18.739',-6.120
'0:18.742',-6.110
'0:18.744',-6.130
'0:18.747',-6.075
'0:18.750',-6.060
'0:18.753',-6.045
'0:18.756',-6.015
'0:18.758',-6.010
'0:18.761',-5.990
'0:18.764',-5.985
'0:18.767',-5.990
'0:18.769',-5.985
'0:18.772',-5.975
'0:18.775',-5.960
'0:18.778',-5.985
'0:18.781',-5.945
'0:18.783',-5.925
'0:18.786',-5.895
'0:18.789',-5.875
'0:18.792',-5.860
'0:18.794',-5.845
'0:18.797',-5.855
'0:18.800',-5.880
'0:18.803',-5.900
'0:18.806',-5.885
'0:18.808',-5.910
'0:18.811',-5.875
'0:18.814',-5.860
'0:18.817',-5.840
'0:18.819',-5.830
'0:18.822',-5.810
'0:18.825',-5.810
'0:18.828',-5.820
'0:18.831',-5.830
'0:18.833',-5.830
'0:18.836',-5.825
'0:18.839',-5.840
'0:18.842',-5.825
'0:18.844',-5.825
'0:18.847',-5.805
'0:18.850',-5.820
'0:18.853',-5.810
'0:18.856',-5.805
'0:18.858',-5.815
'0:18.861',-5.835
'0:18.864',-5.835
'0:18.867',-5.840
'0:18.869',-5.845
'0:18.872',-5.845
'0:18.875',-5.855
'0:18.878',-5.835
'0:18.881',-5.830
'0:18.883',-5.820
'0:18.886',-5.825
'0:18.889',-5.825
'0:18.892',-5.840
'0:18.894',-5.855
'0:18.897',-5.865
'0:18.900',-5.865
'0:18.903',-5.885
'0:18.906',-5.860
'0:18.908',-5.860
'0:18.911',-5.845
'0:18.914',-5.835
'0:18.917',-5.850
'0:18.919',-5.840
'0:18.922',-5.840
'0:18.925',-5.830
'0:18.928',-5.840
'0:18.931',-5.845
'0:18.933',-5.850
'0:18.936',-5.850
'0:18.939',-5.870
'0:18.942',-5.860
'0:18.944',-5.875
'0:18.947',-5.835
'0:18.950',-5.840
'0:18.953',-5.840
'0:18.956',-5.835
'0:18.958',-5.825
'0:18.961',-5.850
'0:18.964',-5.850
'0:18.967',-5.855
'0:18.969',-5.845
'0:18.972',-5.830
'0:18.975',-5.835
'0:18.978',-5.820
'0:18.981',-5.815
'0:18.983',-5.800
'0:18.986',-5.805
'0:18.989',-5.800
'0:18.992',-5.820
'0:18.994',-5.820
'0:18.997',-5.830
'0:19.000',-5.850
'0:19.003',-5.845
'0:19.006',-5.840
'0:19.008',-5.850
'0:19.011',-5.855
'0:19.014',-5.840
'0:19.017',-5.830
'0:19.019',-5.830
'0:19.022',-5.825
'0:19.025',-5.830
'0:19.028',-5.860
'0:19.031',-5.860
'0:19.033',-5.855
'0:19.036',-5.850
'0:19.039',-5.820
'0:19.042',-5.805
'0:19.044',-5.770
'0:19.047',-5.760
'0:19.050',-5.730
'0:19.053',-5.720
'0:19.056',-5.705
'0:19.058',-5.715
'0:19.061',-5.720
'0:19.064',-5.725
'0:19.067',-5.740
'0:19.069',-5.745
'0:19.072',-5.730
'0:19.075',-5.705
'0:19.078',-5.660
'0:19.081',-5.625
'0:19.083',-5.600
'0:19.086',-5.590
'0:19.089',-5.600
'0:19.092',-5.625
'0:19.094',-5.675
'0:19.097',-5.710
'0:19.100',-5.740
'0:19.103',-5.770
'0:19.106',-5.790
'0:19.108',-5.790
'0:19.111',-5.765
'0:19.114',-5.760
'0:19.117',-5.750
'0:19.119',-5.760
'0:19.122',-5.740
'0:19.125',-5.750
'0:19.128',-5.755
'0:19.131',-5.765
'0:19.133',-5.795
'0:19.136',-5.800
'0:19.139',-5.800
'0:19.142',-5.820
'0:19.144',-5.820
'0:19.147',-5.800
'0:19.150',-5.790
'0:19.153',-5.780
'0:19.156',-5.770
'0:19.158',-5.765
'0:19.161',-5.785
'0:19.164',-5.780
'0:19.167',-5.795
'0:19.169',-5.810
'0:19.172',-5.805
'0:19.175',-5.820
'0:19.178',-5.805
'0:19.181',-5.805
'0:19.183',-5.805
'0:19.186',-5.820
'0:19.189',-5.775
'0:19.192',-5.775
'0:19.194',-5.780
'0:19.197',-5.820
